title,vote_average,vote_count,runtime,budget,popularity,imdb_rating,imdb_votes,release_year,release_month,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,20th Century Fox,Columbia Pictures,DreamWorks Animation,Globus Productions,Goldwyn,Marvel Studios,Mayer,Metro,New Line Cinema,Orion Pictures,Outros,Paramount Pictures,RKO Radio Pictures,Rhône,The Asylum,"The Cannon Group, Golan",TriStar Pictures,Universal Pictures,Walt Disney Productions,Warner Bros. Pictures,popularity_per_budget,vote_weighted,runtime_per_budget,vote_popularity_weighted,budget_log,vote_count_log,continent_Africa,continent_America_do_Norte,continent_Asia,continent_Europa,continent_Outros,cluster,pca_0,pca_1,pca_2
Stir Crazy,6.5,6.1092475827643655,111.0,16.118095750958314,1.6791,6.7,31664.0,1980,12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09808918143865387,39.71010928796838,6.484366112614246,10.91415,2.840136135027038,1.961396413006317,False,True,False,False,False,13,-0.46705113735656856,0.6343754997886722,-0.8050993286914074
The Damned United,7.2,6.473890696352274,97.0,16.118095750958314,3.532,7.5,47307.0,2009,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.20633136134913077,46.61201301373638,5.666518134446683,25.430400000000002,2.840136135027038,2.011415706438327,False,True,False,False,False,24,0.5962190438021361,0.23526943380587315,0.020919368319279597
Air Bud: Golden Receiver,5.1,5.14166355650266,90.0,16.213405921671733,1.8047,4.5,6471.0,1998,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.10484270272903266,26.222484138163566,5.228482986431507,9.20397,2.845688494284694,1.8150956430032537,False,True,False,False,False,8,-1.5921950340730584,-1.771368764325976,-0.3575945089076915
Airbag,6.5,4.574710978503383,125.0,15.024471202308668,9.04,6.7,5220.0,1997,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5641371803081773,29.73562136027199,7.8005694179781155,58.75999999999999,2.774117003966407,1.7182404735813999,False,False,False,True,False,20,0.5270967472841758,0.8218601777446152,3.6053057104630355
The Candidate,6.5,5.093750200806762,110.0,14.285514812209815,0.9032,7.0,12540.0,1972,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.05908862155421411,33.109376305243956,7.196355592297999,5.8708,2.7269056356529284,1.8072636887169242,False,True,False,False,False,16,-1.5825314850366832,1.7374900217499547,-0.4297619824730101
Dance Flick,4.9,5.616771097666572,83.0,17.034386422832473,7.3974,3.6,13115.0,2009,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.41018307063857223,27.522178378566203,4.602319039527604,36.247260000000004,2.8922802923091946,1.8896075013631948,False,True,False,False,False,1,-0.05756515693614439,-3.212024186074271,1.8695374445153736
The Brothers Bloom,6.579,6.4967749901858625,114.0,16.811242881518265,1.8684,6.7,53491.0,2008,9,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.10490003490653281,42.742282660432785,6.400451712344648,12.2922036,2.879829880465673,2.0144729267566395,False,True,False,False,False,9,0.19780546845198088,0.162621916674736,-1.1121896742582462
Good Boy!,5.6,4.9344739331306915,87.0,16.648723960844016,0.9953,5.1,4788.0,2003,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.056395012025130094,27.63305402553187,4.929534860028452,5.5736799999999995,2.8706634839297305,1.780778386075876,False,True,False,False,False,8,-1.6006048165715332,-1.7082547037121072,-0.8546141688784087
RRRrrrr!!!,6.3,7.079184394609668,94.0,16.695832036123658,2.9412,5.8,15691.0,2004,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.16620863003197228,44.598861686040905,5.311985319939275,18.52956,2.8733291336653384,2.0892909261769126,False,False,False,True,False,27,-0.17125584588101844,-1.0386936653107475,-0.24949835638031248
In a Dark Place,4.2,3.912023005428146,95.0,15.424948670398354,4.874,4.3,2838.0,2006,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2967436975181604,16.430496622798213,5.783884132996561,20.4708,2.7988014392758886,1.5916858743493758,False,True,False,False,False,29,-1.6540647616908029,-1.8897841025498348,1.511133709772642
Dead & Breakfast,5.446,4.543294782270004,88.0,13.122365377402328,10.224,5.7,6247.0,2004,3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7239580429182045,24.74278338424244,6.231250760641823,55.679904,2.6477597376813042,1.712589050021264,False,True,False,False,False,20,-0.021752795862030938,-0.6821519467775367,4.989058848237179
Rookie of the Year,6.2,5.8916442118257715,103.0,17.249497794707484,1.5714,6.1,32391.0,1993,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08610647907558967,36.528194113319785,5.643990928335075,9.74268,2.9041375615516505,1.9303096939764732,False,True,False,False,False,9,-0.4806480024438211,-0.6967813726884272,-1.0680377586091057
LOL (Laughing Out Loud),6.5,7.182352111885263,103.0,16.204273438942487,1.3693,6.3,9962.0,2009,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.07959069035141819,46.68528872725421,5.986884617100762,8.90045,2.8451578087118583,2.101979653521986,False,False,False,True,False,9,-0.5472749383857671,-0.2558059602897743,-0.9245619752027477
Bronco Billy,6.323,5.605802066295998,116.0,15.687312888712007,1.2387,6.2,13348.0,1980,6,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.07423004579951924,35.445486465189596,6.951388804992518,7.8323001,2.8146487234361532,1.8879483638033878,False,True,False,False,False,13,-1.125255706568574,0.9014965208847595,-0.7503376099363079
Lady Jane,6.9,4.68213122712422,142.0,15.955576839107596,0.8075,7.1,7350.0,1986,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.04762444873815925,32.306705467157116,8.374825660456487,5.571750000000001,2.8305967967687122,1.7373263784001205,False,True,False,False,False,16,-1.2197665606732622,2.2188265048249414,-0.9808182916029266
Von Ryan's Express,7.1,5.3981627015177525,117.0,15.56644820628317,1.1404,7.1,15731.0,1965,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.06883792988091918,38.32695518077604,7.062467376418399,8.09684,2.807379457604057,1.85601087126303,False,True,False,False,False,16,-0.9045876990850366,1.542201792062358,-0.7586447638017033
The Line,4.822,4.343805421853684,95.0,15.830413711839864,1.1608,5.1,4001.0,2009,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.06897037826131393,20.945829744178464,5.644543362185409,5.597377600000001,2.8231875897092538,1.6759380249901916,False,True,False,False,False,4,-2.0160835862207844,-1.272086305150373,-0.4982047569877512
The Hollywood Knights,5.9,4.07753744390572,91.0,14.731801689838349,2.43975,6.2,5487.0,1980,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.15508395338951603,24.057470919043748,5.7844614236892955,14.394525000000002,2.755684248962421,1.6248263889219656,False,True,False,False,False,12,-1.762862312102086,-0.05707509886110576,0.5140762359270159
The Great Santini,6.7,4.189654742026425,115.0,15.201805169084134,5.508,7.1,7314.0,1979,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.33996211795647463,28.070686771577048,7.097974503448544,36.903600000000004,2.7851226662208344,1.6466671712706678,False,True,False,False,False,31,-0.4313407457770315,1.2737292017223822,1.7924112306482765
Booty Call,5.246,4.77912349311153,79.0,15.76142084987672,1.3227,5.5,9892.0,1997,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0789133577544966,25.071281844863087,4.713204250854488,6.9388842,2.819079867706262,1.7542520263946595,False,True,False,False,False,8,-1.7917056057764356,-1.5824233714742935,-0.4021034348050615
Naqoyqatsi,6.1,4.969813299576001,89.0,14.914123179965662,1.2262,6.4,6446.0,2002,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0770510562305856,30.3158611274136,5.592516722004664,7.479819999999999,2.767206965277634,1.7867156538126496,False,True,False,False,False,12,-1.6108693087860364,-0.21319299873258812,-0.3064596885267678
"Gamera, the Giant Monster",6.0,4.867534450455582,79.0,12.793862088206213,2.108,5.2,4054.0,1965,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1528215945991185,29.20520670273349,5.727184996836034,12.648,2.6242237170039373,1.7694345201285457,False,False,True,False,False,0,-2.1756494570390803,0.4359234586915903,1.005661644887357
The Haunting Hour: Don't Think About It,6.5,4.927253685157205,87.0,14.914123179965662,1.4362,5.7,3597.0,2007,9,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.09024688220385503,32.02714895352183,5.466842188925908,9.3353,2.767206965277634,1.7795609835022244,False,True,False,False,False,12,-1.5643813807009952,-0.5705485996703852,-0.12222578391571845
Rolling Thunder,6.8,5.429345628954441,100.0,14.508658238524095,1.0648,6.9,13613.0,1977,11,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.06865842187140318,36.9195502768902,6.448011069816228,7.24064,2.7413984640023243,1.860872764634446,False,True,False,False,False,4,-1.2771202380334303,1.2816584952560612,-0.4899077824926259
Jackson County Jail,5.561,3.5263605246161616,84.0,13.005831808336863,0.9412,6.1,1539.0,1976,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.06720057850757269,19.610090877390473,5.9975016942585055,5.234013200000001,2.6394738006175174,1.5099182003836584,False,True,False,False,False,0,-2.8499424858026035,0.7045762281017588,0.40602718142341565
Super Fly,6.3,4.969813299576001,91.0,13.122365377402328,0.6445,6.4,9000.0,1972,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.04563683085492789,31.309823787328803,6.443679763845521,4.06035,2.6477597376813042,1.7867156538126496,False,True,False,False,False,0,-2.1078124904854794,1.353731524299437,-0.1278206688318748
Hot Dog... The Movie,4.8,4.248495242049359,96.0,15.321088384088794,0.8555,5.1,4293.0,1984,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.052416847447135644,20.392777161836925,5.881960672033924,4.1064,2.7924580375137875,1.6579414149579819,False,True,False,False,False,12,-2.343341515484985,-0.7755234491278131,-0.4126727829931839
The Man from Hong Kong,6.7,3.9512437185814275,106.0,13.190023895035274,1.858,6.6,2031.0,1975,7,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1309370592850141,26.473332914495565,7.47003675145936,12.4486,2.652539175105366,1.5996388013001024,False,True,False,False,False,23,-1.9905988445820428,1.9563518555798665,0.6336235557146871
Trespass,6.332,5.313205979041787,101.0,16.454567959008102,3.1964,6.3,14580.0,1992,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.18312684722456135,33.6432202592926,5.786450872757069,20.2396048,2.859601388546752,1.8426436266120914,False,True,False,False,False,4,-0.5060945666963105,-0.3591409488297767,0.06106247625904654
Elmer Gantry,7.3,5.204006687076795,146.0,14.914123179965662,1.0904,7.7,13838.0,1960,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.06851775543453804,37.9892488156606,9.174240914749223,7.95992,2.767206965277634,1.8251953231790878,False,True,False,False,False,16,-0.9989475842782755,3.558458247665243,-0.6583078454027192
Coffy,6.6,5.583496308781699,90.0,13.122365377402328,2.054,6.8,14058.0,1973,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1454430575267989,36.85107563795921,6.3728700961109555,13.556399999999998,2.6477597376813042,1.884565958136911,False,True,False,False,False,0,-1.3422696171945794,1.2354427142269524,0.529763460858712
The Border,6.1,4.890349128221754,108.0,16.906553056777135,0.7962,6.4,7395.0,1982,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0444641689260603,29.831129682152696,6.031311534808482,4.85682,2.8851667384085613,1.7733152706473527,False,True,False,False,False,4,-1.3472070488270078,0.06661591593372504,-1.1263701203179064
Cry of the Banshee,5.3,4.204692619390966,91.0,13.122365377402328,4.129,5.5,3122.0,1970,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2923731180760237,22.28487088277212,6.443679763845521,21.883699999999997,2.6477597376813042,1.6495606454510718,False,True,False,False,False,0,-1.8775939328603504,0.34328260446310577,1.9683123677939673
Foxy Brown,6.2,5.44673737166631,94.0,13.122365377402328,1.5046,6.5,13346.0,1974,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.10654022607342825,33.76977170433112,6.656108767049219,9.32852,2.6477597376813042,1.863574168980396,False,True,False,False,False,0,-1.6594621126002878,1.1741314968035539,0.2744553838745365
The Fantastic Four,4.351,5.204006687076795,90.0,14.220976332738882,2.0904,3.8,8150.0,1994,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.13733678801561153,22.642633095471137,5.912892710201414,9.0953304,2.722674498387897,1.8251953231790878,False,True,False,False,False,5,-2.089779114285479,-1.3890888092673614,0.3989418017426444
Spirit Trap,4.3,3.4965075614664802,91.0,15.319588176962746,6.861,4.4,1650.0,2005,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.42041502062443015,15.034982514305865,5.576121101417161,29.502299999999998,2.7923661149628383,1.503300998004841,False,True,False,False,False,29,-1.3402465398271768,-2.0304048190503865,2.5298301293121925
The Marsh,5.0,4.143134726391533,92.0,16.012735246411598,2.872,4.8,3456.0,2006,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.16881471194385247,20.715673631957664,5.407713613800288,14.36,2.8339621957386507,1.637662762520353,False,True,False,False,False,5,-1.7033297340240776,-1.676593223938045,0.39935104216402484
Jason's Lyric,6.8,3.9318256327243257,119.0,15.76142084987672,7.925,6.6,4924.0,1994,9,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.47281194541799765,26.736414302525414,7.099636782932709,53.89,2.819079867706262,1.5957092304038698,False,True,False,False,False,20,0.2262278813546209,0.7176669274520485,2.8569531689019567
Hoodlum,6.4,5.3230099791384085,130.0,17.216707972959764,3.2468,6.3,13331.0,1997,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.17823198378211008,34.06726386648582,7.136305867831191,20.77952,2.9023391934519456,1.844195357303668,False,True,False,False,False,13,-0.2764930892049147,0.49721764965111226,-0.22847089560838443
Capitalism: A Love Story,7.1,6.282266746896006,128.0,16.811242881518265,0.9652,7.4,44311.0,2009,9,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.05419049116451802,44.604093902961644,7.186472098071183,6.852919999999999,2.879829880465673,1.9854421800760271,False,True,False,False,False,32,0.046557817284930025,1.0687911368068002,-1.5297271993312225
Alien Hunter,5.1,4.927253685157205,100.0,15.76142084987672,1.1395,5.1,5284.0,2003,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.06798349675757834,25.128993794301746,5.9660813301955535,5.81145,2.819079867706262,1.7795609835022244,False,True,False,False,False,8,-1.7601246253988627,-1.0837689200909952,-0.5572373562456382
Dadnapped,5.3,5.455321115357702,84.0,15.319588176962746,8.946,4.8,3397.0,2009,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5481755975085486,28.913201911395817,5.147188709000457,47.413799999999995,2.7923661149628383,1.8649047698246697,False,True,False,False,False,1,0.1586847034644152,-2.2527370463843663,3.2690052982451014
Hard Times,6.8,5.327876168789581,93.0,14.80876270134486,1.2522,7.2,12906.0,1975,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.07920923500821951,36.22955794776915,5.8828133331451955,8.51496,2.760564387649371,1.8449646614985311,False,True,False,False,False,24,-1.2288314466614894,0.9792725068912073,-0.44374892383138614
Watching the Detectives,6.4,5.030437921392435,94.0,14.508658238524095,2.1494,6.2,7987.0,2007,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.13859354993463,32.19480269691159,6.061130405627254,13.756160000000001,2.7413984640023243,1.7968196318819551,False,True,False,False,False,12,-1.338212941431403,0.006213417913471991,0.23774035451177866
Troop Beverly Hills,5.7,5.1647859739235145,105.0,16.705882371415992,5.0774,5.9,12054.0,1989,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2867634548502846,29.439280051364033,5.930232551951764,28.94118,2.8738969217360877,1.818853419699573,False,True,False,False,False,27,-0.30739471168042026,-0.9547431120273717,0.9351883470163791
Danika,5.2,4.477336814478207,79.0,15.424948670398354,0.6485,5.5,4043.0,2005,6,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.039482619581560734,23.282151435286675,4.809756279018193,3.3722,2.7988014392758886,1.700619000072578,False,True,False,False,False,5,-2.161710551070351,-1.3414423887599785,-0.5529397097214835
Blood and Bone,7.3,6.693323668269949,93.0,15.123843647884687,4.9496,6.7,37098.0,2009,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3069739516265618,48.86126277837063,5.767855483528012,36.13208,2.780299148351336,2.0403528966802655,False,True,False,False,False,24,0.7316130672629998,0.09723713754681465,1.1067057730496574
Knightriders,6.217,4.736198448394496,147.0,14.914123179965662,0.9959,6.3,5837.0,1981,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.06257963374656679,29.444945753668577,9.237078181288602,6.1915103,2.767206965277634,1.7467966996992919,False,True,False,False,False,16,-1.5769001216992322,2.397187757898188,-0.5466594319070157
The Shortcut,4.7,4.90527477843843,100.0,15.424948670398354,0.7262,5.0,4171.0,2009,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.04421322797244318,23.05479145866062,6.088299087364801,3.41314,2.7988014392758886,1.775845981748474,False,True,False,False,False,5,-2.0858444163300245,-1.1385252584336774,-0.5571113998617305
Havana,5.8,5.017279836814924,144.0,17.50439003707821,1.0751,6.1,8812.0,1990,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.05809972648899889,29.10022305352656,7.78193713553701,6.23558,2.918008003234778,1.7946353028541102,False,True,False,False,False,13,-1.0448257602922362,0.8481304808912301,-1.3045991709017162
Boiling Point,5.0,4.804021044733257,92.0,16.012735246411598,1.1911,5.0,6913.0,1993,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.07001225744997308,24.020105223666285,5.407713613800288,5.955500000000001,2.8339621957386507,1.7585509609170316,False,True,False,False,False,4,-1.8259053398895668,-1.2029522248422557,-0.5906401291669823
Without Limits,6.507,4.343805421853684,117.0,17.034386422832473,0.9819,7.2,7873.0,1998,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.05444598873388137,28.26514188000192,6.487606356924453,6.389223299999999,2.8922802923091946,1.6759380249901916,False,True,False,False,False,13,-1.1990883221613462,0.5577245303396744,-1.091389067967151
Ride with the Devil,6.4,5.247024072160486,138.0,17.370858648025116,3.7673,6.7,14976.0,1999,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.20506934771962812,33.580954061827114,7.511897110744746,24.11072,2.910765639997766,1.832105201899316,False,True,False,False,False,32,-0.0505155772371122,0.8152349713954045,-0.06187814517731943
An Awfully Big Adventure,6.7,4.127134385045092,113.0,15.201805169084134,5.274,5.8,3147.0,1995,5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3255192828798924,27.651800379802115,6.974531468605961,35.3358,2.7851226662208344,1.63454690370149,False,True,False,False,False,20,-0.6677479653495904,0.5200259188769244,1.7300532882917175
Hell's Angels,6.5,4.553876891600541,131.0,15.18922639004183,1.5078,7.3,6324.0,1930,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.09313601302947151,29.600199795403515,8.091801105491953,9.8007,2.7843459833509683,1.7144962229206409,False,True,False,False,False,16,-1.4673736866881333,2.8199662286136133,-0.33278794657517985
Sisters,6.7,6.018593214496234,93.0,13.122365377402328,3.156,6.9,22354.0,1973,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.22347531137029084,40.32457453712477,6.585299099314653,21.145200000000003,2.6477597376813042,1.9485628011601908,False,True,False,False,False,0,-0.8065208281956704,1.3406630833263877,1.101714164606835
In Too Deep,6.4,4.624972813284271,95.0,15.76142084987672,6.133,6.2,7342.0,1999,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3658997679808933,29.599826005019334,5.667777263685776,39.251200000000004,2.819079867706262,1.7272161148848966,False,True,False,False,False,1,-0.17569023047377308,-0.5080052108160429,1.8597567324718582
Youth in Revolt,6.2,6.823286122355687,89.0,16.705882371415992,3.3925,6.4,77367.0,2009,9,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.19160298983329865,42.30437395860526,5.026578067844828,21.0335,2.8738969217360877,2.0571046865395055,False,True,False,False,False,9,0.6954493552393674,-0.9561031262018111,-0.3908047587111978
The Apple Dumpling Gang Rides Again,6.4,4.23410650459726,88.0,15.511126350125648,0.7986,6.0,3446.0,1979,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04836738469958608,27.098281629422463,5.329739360835932,5.11104,2.8040344779021336,1.6551961525056738,False,True,False,False,False,12,-1.9254667702807153,-0.26815064164745056,-0.5389457595381084
The Ten Commandments,5.6,3.58351893845611,88.0,16.118095750958314,3.128,2.9,2559.0,2007,10,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.18273060540772398,20.067706055354215,5.140758719910393,17.5168,2.840136135027038,1.5224670302876946,False,True,False,False,False,8,-1.826064085785883,-2.121543920703196,0.5972218094755093
Wickie the Mighty Viking,5.784,4.955827057601261,85.0,16.213405921671733,7.335,5.6,3622.0,2009,9,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4261213633941678,28.664503701165692,4.938011709407534,42.42564,2.845688494284694,1.7843700777314968,False,False,False,True,False,1,-0.05927599420824059,-1.8920070267670137,2.3111261787622612
Minutemen,5.7,5.488937726156687,91.0,15.424948670398354,1.1745,5.8,6909.0,2008,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.07150707278109959,31.286945039093116,5.540352169501968,6.694650000000001,2.7988014392758886,1.8700988387609099,False,True,False,False,False,12,-1.4698706768303706,-1.0319801985486536,-0.5340122946724005
