genres,original_language,popularity,production_companies,release_date,budget,runtime,vote_average
Action-Adventure-Fantasy-Romance,en,13.631,Peerford Ltd.-Metro-Goldwyn-Mayer-Charles H. Schneer Productions,1981-06-12,12000000.0,118.0,6.854
Western,en,13.63,United Artists-Batjac Productions-The Alamo Company,1960-10-23,12000000.0,167.0,7.2
Fantasy-Comedy-Drama,en,13.625,Paramount-Mirage Productions,1988-11-22,32000000.0,101.0,6.798
Drama-Mystery,en,13.622,Alliance Entertainment-Ego Film Arts-Miramax,1994-11-30,2000000.0,104.0,6.6
Romance-Drama,en,13.622,Tiger Productions-Bel Air Entertainment-Di Novi Pictures,1999-02-22,80000000.0,131.0,6.2
Action-Science Fiction-Thriller,en,13.62,Universal Pictures-Renaissance Pictures,1990-08-24,16000000.0,95.0,6.4
Horror-Thriller,en,13.62,Ghost House Pictures-Destination Films,2007-10-20,4500000.0,93.0,5.451
Adventure-History,no,13.619,Nordisk Film Denmark-Film i Väst-Recorded Picture Company-Roenbergfilm-DCM Pictures-Stunt Bros,2012-08-24,16600000.0,118.0,6.9
Crime-Drama-Action,en,13.619,Castle Rock Entertainment-Malpaso Productions,1997-02-14,50000000.0,121.0,6.6
Comedy,en,13.618,October Films-Kuzui Enterprises-Avenging Conscience,1998-07-02,1000000.0,94.0,6.171
Comedy-Romance,en,13.615,Vertical Entertainment-SPR Media-Affirmative Entertainment-CaliWood Pictures,2020-07-18,6100000.0,94.0,5.8
Comedy-Family,en,13.615,Dune Entertainment-Di Novi Pictures,2010-07-23,15000000.0,103.0,6.5
Family-Drama,en,13.611,The Steve Jaggi Company,2017-10-03,3400000.0,85.0,6.2
Action-Adventure-Fantasy,zh,13.608,China Film Group Corporation-Giant Pictures-巨人网络-Filmko Film Co.,2020-07-21,42835740.0,110.0,6.6
Action-Comedy,en,13.607,Material-NPV Entertainment-Tribeca Productions-Village Roadshow Pictures-Warner Bros. Pictures-Overbrook Entertainment,2002-03-14,85000000.0,95.0,5.52
Animation-Family-Fantasy,en,13.604,Prana Animation Studios-Summertime Entertainment,2014-05-08,70000000.0,88.0,6.2
Drama,sv,13.603,Cinematograph AB-Svenska Filminstitutet,1972-12-21,400000.0,95.0,8.0
Action-Science Fiction-Thriller,ja,13.601,Toho Pictures,2002-11-02,8500000.0,88.0,7.4
Drama-Comedy-Family-Crime,en,13.597,Blumhouse Productions-Symbolic Exchange,2018-03-16,6000000.0,87.0,7.0
Action-Adventure-Fantasy-Horror-Science Fiction-Thriller,en,13.591,Faith Films-The Asylum,2008-02-12,250000.0,85.0,3.0
Drama,fr,13.589,Canal+ Polska-ZDF-Slot Machine-Zentropa International Köln-Zentropa International France-Liberator Productions-Shot - Szumowski,2011-09-09,4000000.0,96.0,5.4
Comedy-Action-Adventure-Thriller,en,13.587,De Line Pictures-Paramount,2004-08-20,19000000.0,95.0,5.556
Drama-Comedy,en,13.586,Di Novi Pictures-Alcon Entertainment-Alloy Entertainment,2005-06-01,25000000.0,119.0,6.5
Crime-Thriller,en,13.585,Téléfilm Canada-Grindstone Entertainment Group-Paradox Entertainment-MFM-South Creek Pictures-Bavariapool-Eagle Vision,2014-01-17,8000000.0,91.0,5.818
Drama,en,13.584,Andrea Leone Films-Fear of God Films-Busted Shark Productions,2015-10-01,2240000.0,116.0,7.1
Drama-Thriller-Mystery-Music-Romance,fr,13.582,New Line Cinema-Rhombus Media-Channel Four Films-Téléfilm Canada-CITY-TV-Mikado Film-Sidecar Films & TV,1998-09-10,18000000.0,131.0,7.4
Drama-Romance,en,13.58,CiBy 2000-Australian Film Commission-New South Wales Film & Television Office-Jan Chapman Productions,1993-05-19,7000000.0,121.0,7.4
Comedy-Romance,en,13.577,Columbia Pictures-Original Film,2008-04-30,40000000.0,101.0,6.4
Action-Adventure-Comedy,zh,13.575,JCE Movies-Shanghai Film Group-Chang-Hong Channel Film & Video Co.,2008-02-07,10000000.0,98.0,5.7
Comedy-Drama,en,13.573,Dune Entertainment-Fox Searchlight Pictures-Ad Hominem Enterprises,2011-09-09,20000000.0,115.0,6.833
Drama-Family,en,13.571,Orion Pictures,1991-09-06,10000000.0,99.0,6.5
Comedy,en,13.569,Embassy Pictures Corporation-Crossbow Productions,1967-11-22,947000.0,88.0,7.2
Horror-Thriller,en,13.569,North by Northwest Entertainment-Echo Lake Entertainment-Premiere Picture-A Bigger Boat-FilmNation Entertainment,2010-09-13,10000000.0,88.0,5.8
Drama-Action-Crime-Thriller,en,13.566,Signature Pictures-Premiere Picture-Dream Team Films-Dog with a Bone Productions-Zone Vision,2019-05-09,4000000.0,93.0,6.9
Drama-History-War,en,13.565,United Artists-Roxlom Films,1961-12-18,3000000.0,179.0,8.041
Horror-Crime,en,13.563,Lionsgate-Spectacle Entertainment Group,2003-04-11,7000000.0,89.0,6.2
Comedy-Romance-Drama,en,13.561,Tapestry Films-Miramax-Simon Fields Productions,2001-10-05,28000000.0,90.0,6.9
Action-Adventure-Drama-Western,es,13.558,Producciones Panicas,1970-12-18,400000.0,125.0,7.1
Romance-Comedy-Crime,en,13.556,Medienproduktion Poseidon Filmgesellschaft-Universal Pictures-Relativity Media-Laura Bickford Productions,2009-03-18,60000000.0,125.0,5.9
Drama-Romance-Comedy,en,13.555,Lions Gate Films-Muse Productions-Cinépix Film Properties (CFP)-Gray Daisy Films,1998-01-20,1500000.0,110.0,7.1
Crime-Drama-Mystery-Thriller,en,13.555,Malpaso Productions-Warner Bros. Pictures-Silver Pictures,1997-11-21,35000000.0,155.0,6.3
Drama,fr,13.549,Paradise Films-Unité Trois-Centre du Cinéma et de l'Audiovisuel de la FWB-Ministère de la Culture Française de Belgique,1976-01-21,120000.0,202.0,7.4
Horror-Romance-Thriller,en,13.548,Enrique Cerezo-Film Export Group-Les Films de l'Astre-IFC Midnight,2012-11-09,7700000.0,110.0,3.3
Action-Comedy,en,13.548,20th Century Fox,1985-07-18,16000000.0,90.0,5.8
Drama-Crime-Thriller,en,13.547,Columbia Pictures-Escape Artists-Imagenation Abu Dhabi FZ-Cross Creek Pictures-Bron Studios-MACRO-Culture China - Image Nation Abu Dhabi Fund-Topic Studios,2017-11-17,22000000.0,122.0,6.3
Action-Adventure,en,13.547,Kings Road Entertainment,1991-01-30,89.0,89.0,5.5
Action-Thriller-Horror,en,13.545,Universal Pictures,2002-01-04,55000000.0,96.0,5.6
Horror-Action-Thriller,en,13.544,The Asylum,2012-05-29,150000.0,90.0,4.0
War-Action-Drama-History,ko,13.538,Big Stone Pictures-CJ Entertainment,2014-07-30,9500000.0,126.0,7.1
Drama-Romance,en,13.532,Miramax-Lions Gate Films-Ventanarosa Productions-Handprint Entertainment,2002-08-29,12000000.0,123.0,7.4
Music-Documentary,en,13.532,Columbia Pictures-AEG Live,2009-10-28,60000000.0,111.0,7.2
History-Romance-Drama,en,13.532,Universal Pictures-Mirage Entertainment-Mirage Enterprises,1985-12-20,31000000.0,161.0,7.2
Adventure-Romance-Drama,hi,13.531,Aamir Khan Productions-Ashutosh Gowariker Productions-Jhamu Sughand Productions,2001-06-15,5200000.0,224.0,7.3
Drama-Mystery-Romance,en,13.531,Fine Line Features-New Line Cinema-Lou Yi-Academy Films-March Entertainment,2004-10-29,20000000.0,100.0,5.9
Thriller-Crime,en,13.524,New Regency Pictures-Regency Enterprises,1995-05-03,20000000.0,124.0,6.484
Horror-Comedy-Action,en,13.521,Castel Film-Denholm Trading Inc.-Aurora Entertainment,2005-10-15,6000000.0,88.0,5.4
Drama-Romance-Thriller,en,13.519,Killer Films,2013-09-19,1030064.0,104.0,7.1
War-Drama,fr,13.517,Gaumont-TF1 Films Production-Quad Productions-Forecast Pictures-Okko Production-Main Journey-Proximus-IDL Films-Compagnie Cinématographique La-Panache Productions,2017-01-18,21400000.0,110.0,7.8
Comedy-Crime-Drama,en,13.516,Warner Bros. Pictures-AGC Studios-Storyteller Productions,2021-02-25,10000000.0,118.0,5.4
Crime-Horror-Thriller,en,13.515,Maljack Productions,1986-09-24,111000.0,83.0,6.8
Horror-Thriller-TV Movie,en,13.515,Children of the Corn Productions-Planet Productions,2009-09-26,4500000.0,92.0,4.5
Drama-Romance,en,13.513,Samuel Goldwyn Company-Desert Hearts Productions,1985-10-01,350000.0,91.0,7.2
War-Drama,en,13.507,20th Century Fox,1981-12-20,14000000.0,126.0,6.8
Action-Comedy-Crime,en,13.501,Universal Pictures,1983-08-12,9000000.0,85.0,4.5
Drama,en,13.499,Zephyr Films-A Contracorriente Films-Diagonal TV,2017-11-10,5400000.0,110.0,6.482
Comedy-Family-Science Fiction,en,13.497,Ealing Studios-Fragile Films-Entertainment Film Distributors-UK Film Council,2007-12-21,14000000.0,101.0,5.9
Drama,en,13.494,Mandalay Pictures-Affirm Films,2014-08-22,15000000.0,115.0,6.644
Adventure-Comedy-Drama-Romance,en,13.49,Summit Entertainment-Endgame Entertainment-Ram Bergman Productions,2008-09-09,20000000.0,114.0,6.6
Drama,fa,13.489,Asghar Farhadi Productions-Dreamlab Films-MPA APSA Academy Film Fund-Memento Films Production,2011-02-15,5000000.0,123.0,7.9
Thriller-Mystery,en,13.489,20th Century Fox-Village Roadshow Pictures-NPV Entertainment-Regency Enterprises-Kopelson Entertainment-Epsilon Motion Pictures-New Regency Pictures-Furthur Films,2001-09-28,50000000.0,113.0,6.2
Comedy-Drama,en,13.488,Automatik Entertainment-American Zoetrope,2021-05-07,5000000.0,95.0,6.3
Drama-Thriller-War,en,13.488,Raindog Films-Entertainment One Features,2016-03-10,13000000.0,102.0,7.0
Drama-History,en,13.485,George Stevens Productions,1965-02-15,20000000.0,199.0,6.4
Drama-Action-Thriller-Crime,en,13.481,Paramount Vantage-Hyde Park Films-Crescendo Productions-Mandeville Films-Overture Films,2008-08-23,22000000.0,114.0,6.6
Drama-Romance,en,13.48,Cottage Industries-Incentive Filmed Entertainment-Silverwood Films-Hunting Lane Films-Chrysler Corporation-Shade Pictures-Motel Movies,2010-12-16,1000000.0,112.0,6.944
Comedy-Drama-Music,en,13.476,Orion Pictures,1987-01-30,16000000.0,90.0,7.1
Fantasy-Horror-Action-Comedy-TV Movie-Science Fiction,en,13.475,The Asylum-Syfy-Southward Films,2013-07-11,1000000.0,86.0,3.936
Action-Comedy-Science Fiction,en,13.47,StudioCanal-UK Film Council-Film4 Productions,2011-05-12,14350531.0,88.0,6.4
Drama-Romance-Horror,en,13.469,RKO Radio Pictures,1939-12-29,1800000.0,117.0,7.3
Thriller-Horror-Fantasy,en,13.465,Overseas FilmGroup-GFT Entertainment-Artisan Entertainment-Blue Rider Pictures-Paquin Entertainment Group-Pendle View (WM) Limited,2001-10-23,1500000.0,89.0,4.477
Action-Adventure-Fantasy-TV Movie,en,13.464,FilmFernsehFonds Bayern-VIP Medienfonds 3-Sat.1-Tandem Communications-VIP 2 Medienfonds-Channel 4 Television-Columbia TriStar Home Entertainment-TANDEM Productions-Castlering Productions-The Ring (UK)-Octave S.R.L.-Uncharted Territory,2004-11-19,23000000.0,133.0,6.3
Action-Comedy-Crime,fr,13.46,Park Ex Pictures-Sortie 22,2006-07-06,8000000.0,116.0,6.4
Action-Thriller-Crime,en,13.458,Upload Films,2011-01-04,6000000.0,101.0,5.4
Mystery-Thriller,en,13.457,20th Century Fox-Amercent Films-American Entertainment Partners L.P.,1987-02-06,10500000.0,102.0,6.1
Crime-Drama-Thriller,en,13.454,Universal Pictures-Ixtlan-Relativity Media-Onda Entertainment,2012-07-06,45000000.0,131.0,6.349
Fantasy-Horror,en,13.454,United Artists-DEG-Lion Films,1988-06-09,3500000.0,86.0,6.3
Comedy-Romance,en,13.451,Fox Searchlight Pictures-Scott Rudin Productions-Qwerty Films-N1 European Film Produktions GmbH & Co. KG-Kanzeon-Huckabee's,2004-09-10,22000000.0,106.0,6.273
Mystery-Thriller-Horror,en,13.45,Camerimage Festival-Absurda-Asymmetrical Productions-StudioCanal,2006-09-06,15000000.0,180.0,7.0
Action-Comedy-Science Fiction,en,13.449,Amblin Entertainment-Warner Bros. Pictures-The Guber-Peters Company,1987-06-30,27000000.0,120.0,6.8
War-Comedy-Drama,en,13.448,Paramount-Filmways Productions,1970-06-24,18000000.0,121.0,6.8
Comedy-Family,en,13.445,Silver Screen Partners III-Touchstone Pictures-Emshell Producers,1988-11-11,6000000.0,95.0,5.4
Horror-Comedy,fr,13.445,Wild Bunch-La Classe américaine-Getaway Films-BlueLight-Pan-Européenne-ENBU Seminar-GAGA Corporation-France 2 Cinéma-Ivanhoe Pictures-Sidney Kimmel Entertainment,2022-05-18,4300000.0,110.0,7.1
Comedy-Drama-Romance,en,13.445,Fox 2000 Pictures-Scott Free Productions,2006-09-09,35000000.0,117.0,6.7
Animation-Adventure-Mystery,fr,13.444,Melusine Productions-Folivari-Julianne Films,2021-09-22,9850000.0,95.0,7.9
Horror-Thriller,en,13.44,experiences films-Minds Eye Entertainment-Forecast Pictures-Leomax Productions,2009-02-20,10000000.0,92.0,4.8
Thriller-Adventure-Mystery-Fantasy-Horror-Science Fiction,ru,13.436,Russian Film Group-Marinsgroup,2014-01-30,26000000.0,128.0,5.9
Comedy-Family-Fantasy,en,13.433,20th Century Fox-APJAC Productions,1967-12-05,18000000.0,152.0,6.2
Drama-Comedy-Crime,en,13.43,The Rank Organisation-Columbia Pictures,1995-09-22,20000000.0,106.0,6.589
Action-Crime-Thriller,en,13.419,Malpaso Productions-Warner Bros. Pictures,1988-04-14,20000000.0,91.0,6.3
Thriller,es,13.417,ARTE-ZDF-Nostromo Pictures-Atresmedia,2017-03-03,5000000.0,129.0,6.5
Science Fiction-Adventure,ru,13.416,CTB Film Company-First Channel-Russia-1-Cinema Fund-Bonanza Studios-Main Road Post,2020-08-27,15000000.0,115.0,6.4
Science Fiction-Action,en,13.415,Paramount,1953-08-13,2000000.0,85.0,6.8
Animation-Comedy-Drama-Family-Adventure,fr,13.415,GKIDS-StudioCanal-Les Armateurs-Maybe Movies-La Parti Production-Melusine Productions,2012-12-12,12516654.0,78.0,7.8
Drama-Thriller-Crime,en,13.412,20th Century Fox-Circle Films,1990-09-21,14000000.0,115.0,7.489
Adventure-Comedy-Action-Crime,en,13.411,Capitol Films-Hercules Films-20th Century Fox,1994-03-04,26000000.0,89.0,5.739
Horror-Mystery-Thriller,en,13.411,Film Funding Ltd. of Canada-Canadian Film Development Corporation (CFDC)-Vision IV-Famous Players-August Films,1974-10-11,620000.0,98.0,6.9
Comedy-Romance,en,13.41,20th Century Fox-Sherwood,1984-02-17,9000000.0,100.0,5.7
Horror,it,13.409,Reteitalia-Cecchi Gori Group Tiger Cinematografica-ADC Films,1989-03-10,3500000.0,102.0,6.1
Crime-Drama-Action,en,13.406,Brittany House Pictures-BondIt Media Capital-Crown Vic Productions-El Dorado Pictures-Wudi Pictures,2019-11-01,3600000.0,110.0,6.1
Action-Fantasy-Horror,en,13.406,Lions Gate Films-Artisan Entertainment-Fierce Entertainment-Screenland Movieworld-Samurai Films-Marvel Enterprises,2005-04-21,5000000.0,97.0,4.3
Comedy,en,13.404,Paramount-Metro-Goldwyn-Mayer-United Artists,2015-02-20,36000000.0,93.0,5.2
Crime-Action-Thriller,en,13.401,Rhombus Media-Téléfilm Canada-Whizbang Films-Yer Dead Productions,2011-05-06,3000000.0,86.0,5.9
Comedy-Drama-Romance,en,13.391,20th Century Fox-Grand March Productions-Amy Robinson Productions,1999-10-01,8000000.0,91.0,6.5
Action-Adventure-Science Fiction,en,13.39,Orion Pictures-ERP Productions,1987-11-10,10000000.0,99.0,6.0
Thriller,en,13.389,Senator Film-Potboiler Productions-Lionsgate-Film4 Productions-FilmNation Entertainment-Demarest Films-The Ink Factory-Amusement Park Films,2014-07-25,15000000.0,121.0,6.5
Horror-Thriller,en,13.387,New Line Cinema-Smart Egg Pictures-Heron Communications,1987-02-27,4000000.0,96.0,6.7
Romance-Comedy-Drama,en,13.385,Media 8 Entertainment,2008-02-08,3200000.0,102.0,6.4
Drama,en,13.384,Miramax-FilmColony,2004-10-17,25000000.0,106.0,7.3
Comedy-Romance,en,13.383,Luna Filmproduktion-TLA Releasing,2006-04-28,500000.0,92.0,6.0
Horror-Mystery-Thriller,en,13.382,Universal Pictures-Oak,1983-06-03,5000000.0,113.0,6.459
Action-Adventure-Drama,en,13.374,Omnilab Media-Ambience Entertainment,2010-08-08,27000000.0,103.0,6.2
Action-Adventure-Drama,en,13.371,The Weinstein Company-Yucaipa Films-Pegasus Taihe Entertainment,2016-02-18,20000000.0,103.0,6.11
Thriller-Crime-Drama,en,13.371,NeeNee Productions-Capacity Pictures-May Day Movies,2015-11-20,7000000.0,94.0,5.9
Crime-Drama-Mystery,en,13.368,The Directors Company-The Coppola Company,1974-04-07,1600000.0,114.0,7.526
Mystery-Comedy-Crime-Adventure-History,en,13.36,Sir Nigel Films-United Artists-The Mirisch Company-Compton Films-Phalanx Productions,1970-10-29,10000000.0,125.0,6.8
Action-Crime-Science Fiction-Thriller,en,13.358,Paramount,1995-08-04,30000000.0,106.0,5.5
Horror-Fantasy,en,13.355,Overseas FilmGroup-GFT Entertainment-Artisan Entertainment-Blue Rider Pictures-Paquin Entertainment Group,2002-06-10,500000.0,92.0,4.6
Drama-Action-Thriller-Crime-Mystery,sv,13.353,Nordisk Film Denmark-Svenska Filminstitutet-Film i Väst-SVT-ZDF-Film Capital Stockholm-Spiltan Underhållning,2009-09-18,4422952.0,130.0,6.978
Comedy-Romance,en,13.352,3 Arts Entertainment-The Mark Gordon Company-Varsity Pictures,2013-07-24,1500000.0,104.0,5.7
Thriller-Crime-Drama-Mystery,en,13.352,Pathé-Decibel Films-Film4 Productions-Cloud Eight Films-Fox Searchlight Pictures-TSG Entertainment-Firstep-Indian Paintbrush,2013-03-27,20000000.0,101.0,6.6
History-Action-Drama-War,en,13.352,Paramount-Mosfilm-Dino de Laurentiis Cinematografica,1970-10-26,25000000.0,134.0,7.159
Mystery-Thriller-Drama,en,13.349,20th Century Fox-Regency Enterprises-Epsilon Motion Pictures-New Regency Pictures,2005-09-24,50000000.0,99.0,6.58
Action-Crime,en,13.345,Caravan Pictures-Underworld Entertainment-Hollywood Pictures,1995-09-29,10000000.0,119.0,6.7
Drama,en,13.343,Havoc-PolyGram Filmed Entertainment-Working Title Films,1995-12-29,11000000.0,122.0,7.4
Drama,pt,13.34,Fox Filmes do Brasil-Cinética Filmes e Produções-Globo Filmes-Migdal Filmes,2010-09-03,12000000.0,103.0,7.006
Drama-Mystery,zh,13.339,Huace Film & TV-CG Cinéma-Tencent Pictures-Youku,2018-12-31,13000000.0,138.0,7.0
Drama,en,13.339,Treasure Entertainment,2017-02-15,1050000.0,95.0,7.1
Drama-Action-Thriller-Crime,en,13.338,Columbia Pictures-Original Film-Kanzaman Productions-Relativity Media-Art In Motion,2008-02-01,40000000.0,90.0,6.4
Thriller-Science Fiction-Action-Crime,en,13.331,Renaissance Pictures-Dark Horse Entertainment-Largo Entertainment-Signature Pictures-JVC,1994-09-15,27000000.0,99.0,5.997
Drama-Romance-Fantasy,en,13.327,Rebecca Wang Entertainment,2011-01-10,8000000.0,94.0,5.0
Horror-Mystery,en,13.325,Beyond Infinity-Full Moon Features-Phantom Productions-Empire Pictures,1989-01-27,130000.0,88.0,6.3
Action-Fantasy-Horror,en,13.324,Herold Productions-Pitchblack Pictures Inc.-Boll KG,2005-10-22,25000000.0,99.0,4.1
Crime-Action-Drama,zh,13.321,Huayi Brothers Pictures,2015-09-16,250000.0,134.0,6.8
Comedy-Drama,en,13.318,FilmNation Entertainment-Cre Film,2021-12-10,1100000.0,130.0,6.761
Comedy-Drama,en,13.308,Big Beach-Depth of Field-Kindred Spirit-Seesaw Productions,2019-07-12,250300.0,100.0,7.437
Comedy,de,13.304,Rat Pack Filmproduktion-Constantin Film,2013-11-07,5000000.0,119.0,7.017
Drama-Science Fiction-Thriller,en,13.302,20th Century Fox-Davis Entertainment-Moving Picture Company-TSG Entertainment,2015-11-10,40000000.0,109.0,5.9
Action-Comedy-Crime,en,13.301,Marc Platt Productions,2010-02-26,30000000.0,107.0,5.6
Horror-Thriller-Drama,en,13.3,Animus Films-Paper Street Films,2009-07-17,1500000.0,88.0,5.9
Comedy,en,13.299,Everyman Pictures-Paramount-Spyglass Entertainment-Reliance Big Entertainment-Parkes/MacDonald Productions-DreamWorks Pictures,2010-07-30,69000000.0,114.0,5.7
Action-Crime-Thriller,en,13.299,Herrick Entertainment-EFO Films-Mann Made Films-Highland Film Group-Lionsgate Premiere,2016-07-15,10500000.0,99.0,5.2
Romance-Comedy-Drama,en,13.285,Shangri-La Entertainment-Worldview Entertainment-New Regency Pictures-Demarest Films-Tatira-RatPac Entertainment-Considered Entertainment-Robson Orr Entertainment-Fiore Group-Windsor Media,2016-11-23,25000000.0,127.0,5.8
Comedy-Thriller-Crime,en,13.285,Cheyenne Enterprises-Franchise Pictures-MHF Zweite Academy Film-Eclipse Catering-Nine Yards Two Productions-Nine Yards Productions,2004-04-07,40000000.0,98.0,5.7
War-Drama-History,en,13.284,Bophana Production,2017-02-18,24000000.0,136.0,7.4
Adventure-Comedy-Family-Fantasy,en,13.281,Walden Media,2008-04-03,37000000.0,96.0,5.9
Science Fiction-Thriller-Horror,en,13.28,Canal+-Qwerty Films-Screen Ireland-BFI-Fantastic Films,2013-08-11,10600000.0,98.0,5.4
Comedy-Family,en,13.278,Paramount-Di Bonaventura Pictures-Goldcrest-Nickelodeon Movies-Internationale Filmproduktion Stella-del-Sud Third,2009-06-19,55000000.0,107.0,5.9
Comedy-Romance,en,13.275,Warner Bros. Pictures,1991-08-02,20000000.0,104.0,6.3
Action-Adventure,en,13.274,Arclight Films-CJ Entertainment-Lotte Entertainment-Czech Anglo Productions-Luka Productions-Route One Entertainment-Sovik Global Contents Fund-Channel A-DMM.com-Maeil Broadcasting Network-Union Investment Partners,2015-04-03,40000000.0,115.0,6.5
Drama-Thriller-Mystery,en,13.273,Lionsgate-Studio 37-Canal+ España-Versus Entertainment-The Safran Company-Dark Trick Films-Atresmedia,2010-09-24,1987650.0,94.0,6.6
Drama-Music,en,13.271,Rampart Films-Unclaimed Freight Productions,2013-10-11,5000000.0,101.0,6.4
Adventure-Science Fiction-Action,en,13.266,Universal Pictures-Lorimar Film Entertainment,1984-07-13,15000000.0,101.0,6.6
Drama-History,en,13.264,Universal Pictures-Scott Rudin Productions-Legendary Pictures-The Mark Gordon Company-Management 360-Cloud Eight Films,2015-10-09,30000000.0,122.0,6.8
Comedy-Drama-Mystery,en,13.263,Universal Pictures-Mike Zoss Productions-Working Title Films,2016-02-05,22000000.0,106.0,5.9
Drama-Western-Crime,en,13.26,New Line Cinema-Groundswell Productions-Axon Films,2008-09-19,20000000.0,115.0,6.575
Animation-Comedy-Family,en,13.26,Head Gear Films-Metrol Technology-Red Star 3D,2019-12-06,2100000.0,88.0,7.2
Adventure-Romance-History,en,13.26,Warner Bros. Pictures,1938-05-13,2033000.0,102.0,7.5
Science Fiction-Comedy,fr,13.258,Gaumont-Eskwad-Tapioca Films,2022-02-11,14000000.0,111.0,5.2
Animation-Adventure-Family,en,13.258,nWave Pictures-Octopolis-Belga Productions,2020-07-23,17520000.0,97.0,7.2
Action-Drama-History-War,en,13.258,United Artists-Spitfire Productions,1969-09-15,12000000.0,132.0,6.816
Drama-Romance-Science Fiction,en,13.258,Night & Day Pictures-Bellwether Pictures,2014-04-20,1000000.0,105.0,7.1
Drama-Music-History,en,13.257,Touchstone Pictures,1993-06-09,15000000.0,118.0,7.0
Adventure-Family-Fantasy,de,13.254,Malao Film-Rat Pack Filmproduktion-Warner Bros. Entertainment Germany,2018-03-29,12500000.0,109.0,6.6
Action-Science Fiction,en,13.254,Pretty Pictures-XYZ Films-Wigwam Films,2017-01-27,1500000.0,90.0,6.0
Comedy-Romance,en,13.251,Gary Sanchez Productions-BCDF Pictures,2012-01-23,3000000.0,87.0,5.4
Comedy-Romance,en,13.251,20th Century Fox-Charles K. Feldman Group,1955-06-03,1800000.0,100.0,7.1
Drama-Horror-Science Fiction,en,13.249,Glass Eye Pix-Belladonna Productions-Off Hollywood Pictures-IFC Midnight,2010-09-30,650000.0,98.0,6.2
Action-Horror-Western,en,13.246,Boundless Pictures,2012-10-27,17000000.0,90.0,4.8
History-Drama-Thriller-Crime,en,13.245,Scott Rudin Productions,2018-10-04,20000000.0,143.0,7.1
Comedy,en,13.231,DreamWorks Pictures-Reliance Entertainment-Touchstone Pictures,2013-10-10,26000000.0,105.0,6.237
Animation-Action-Science Fiction,ja,13.229,Toho-TBS-Appleseed Film Partners-Digital Frontier-Geneon Entertainment-MBS-Micott Basara K.K.-TYO Productions,2004-04-17,10000000.0,101.0,6.748
Action-Drama-Adventure,ru,13.217,CTB Film Company-Vita Aktiva-Lemon Films Studio-Globus-film,2017-09-22,15000000.0,106.0,7.1
Comedy-Romance-Drama,en,13.216,Mandate Pictures-Bona Fide Productions-Echo Films-Miramax-Mandate International-Baster Productions,2010-05-11,19000000.0,101.0,6.2
Western,en,13.214,Rollercoaster Films-Minds Eye Entertainment-Vortex Words Pictures-Panacea Entertainment-Moving Pictures Media-FilmWest Productions,2015-09-16,11000000.0,90.0,6.0
Horror-Science Fiction-Thriller-Action,en,13.209,Alligator Inc,1980-07-02,1500000.0,91.0,5.9
Action-Science Fiction,en,13.207,Metro-Goldwyn-Mayer,1976-06-23,9000000.0,119.0,6.6
Drama,en,13.205,Paramount-Miramax-Scott Rudin Productions,2002-12-27,25000000.0,114.0,7.321
Science Fiction-Horror-Thriller,en,13.203,Snowfort Pictures-Pfaff & Pfaff Productions-Love & Death Productions-Rustic Films,2017-11-05,1000000.0,112.0,6.3
Drama,en,13.196,Miramax-Shooting Gallery,1996-08-30,1200000.0,135.0,7.6
Action-History-Drama,en,13.196,Kinorob-Cinema Day-Ukrainian State Film Agency,2019-10-10,2900000.0,110.0,6.0
Action-Drama,en,13.196,Radar Pictures-Headmon Entertainment & Productions,2016-07-14,17000000.0,90.0,5.0
Drama,en,13.195,Fine Line Features,1991-02-01,2500000.0,104.0,7.1
Thriller-Crime-Mystery,en,13.194,Warner Bros. Pictures,1988-02-16,20000000.0,120.0,6.7
Comedy-Crime,en,13.189,Dimension Films-AR-TL-Weed Road Pictures-Warner Bros. Pictures-Red Hour,2004-03-05,60000000.0,101.0,5.8
Drama-Comedy-Romance,en,13.189,Fox Searchlight Pictures-Night and Day Pictures,2007-05-25,1500000.0,108.0,6.8
Drama-Fantasy-Mystery,en,13.186,Warner Bros. Pictures-Legendary Pictures-Blinding Edge Pictures,2006-07-20,70000000.0,110.0,5.571
Drama,en,13.182,Columbia Pictures-Ebbets Field,1974-05-01,160000.0,86.0,5.8
Science Fiction-Action,en,13.173,F G Film Productions-Premiere Bobine-Screen Tasmania,2010-08-04,5000000.0,92.0,5.545
War-Drama-Thriller-Action,ko,13.172,Intz.com-KTB Network-CJ Entertainment-Myung Films,2000-09-09,12500000.0,108.0,7.8
Drama,en,13.168,Senator Entertainment Co,2008-11-05,18000000.0,98.0,4.7
Action-Comedy-Crime-Drama,en,13.165,New Line Cinema-Contrafilm-Firm Films-Rat Entertainment,2004-11-12,60000000.0,97.0,6.2
Crime-Drama-Thriller,en,13.164,Nu Image-Millennium Films-Langley Productions-Thunder Road-Fuqua Films,2010-03-04,17000000.0,133.0,6.3
Adventure-Drama-Thriller-History,en,13.162,Sony Pictures-TriStar Pictures-ImageMovers,2015-09-30,35000000.0,123.0,6.964
Comedy,en,13.161,Anonymous Content-Le Grisbi Productions-Riverstone Pictures-Iconoclast-Vice Studios,2019-03-21,5000000.0,95.0,5.6
Drama-Romance,en,13.153,Big Easy Pictures-Divine Light Pictures,2007-05-24,900000.0,77.0,6.5
