genres,original_language,popularity,production_companies,release_date,budget,runtime,vote_average
Action-Crime-Drama,ru,9.748,CTB Film Company-Intercinema Art Agency,2000-05-11,1500000.0,122.0,7.304
Drama-Romance,hi,9.746,T-Series-Vishesh Films,2013-04-26,1300000.0,132.0,7.042
Adventure-Action-Thriller,en,9.744,Philippe Martinez Productions-Perpetual Media Capital-Arramis Films-Alchemedia Films-Voltage Pictures,2011-02-15,13000000.0,98.0,5.0
Comedy-Science Fiction,de,9.741,Constantin Film-herbX Film,2004-07-14,9000000.0,87.0,6.2
Documentary,en,9.74,Miramax-Art Matters Inc.-BBC-Edelman Family Fund-New York Foundation for the Arts-New York State Council on the Arts-Off White Productions Inc.-Prestige Films-The Jerome Foundation-The National Endowment for the Arts-The Paul Robeson Fund-WNYC-TV,1991-03-13,500000.0,71.0,8.1
Adventure-Action,zh,9.739,Film Workshop-Beijing Liangzi Group-Bona International Film Group-Shineshow-SMG Pictures,2011-12-15,35000000.0,125.0,6.258
Adventure-Drama-Action-Thriller,fr,9.738,TF1 Films Production-Wild Bunch-Pan-Européenne-Araneo,2008-12-17,25412760.0,108.0,6.0
Comedy-Action-Western,es,9.738,TVE-Canal+ España-Alan Young Pictures-Panico Films-EiTB,2002-10-18,4380750.0,124.0,6.0
Drama-Comedy-Romance,fr,9.737,France 2 Cinéma-Canal+-France 3 Cinéma-Wild Bunch-KS2 Productions-TPS Star-Région Provence-Alpes-Côte d'Azur-Les Films Pelléas-Tovo Films-Atlan Films-CNC,2006-12-13,10000000.0,104.0,6.4
Drama-Romance-Comedy,hi,9.736,Star Studios-Dharma Productions,2016-03-18,3577143.0,140.0,7.0
Thriller-Horror,ru,9.736,Motor! Film Studio-Propeller Productions,2018-11-29,1500000.0,89.0,6.9
Action-Crime-Thriller,en,9.73,JVC-Largo Entertainment,1993-10-15,21000000.0,109.0,6.6
Comedy-Horror,en,9.729,The Lab Of Madness,2007-10-12,190000.0,80.0,5.6
Horror-Thriller,en,9.726,Sony Pictures-Screen Gems-Egmont Film-Columbia TriStar Home Entertainment,2001-04-27,5000000.0,91.0,5.3
Drama-Comedy,en,9.724,Paper Street Films-Bad Robot-Park Pictures Features-KGB Media,2014-01-18,6700000.0,87.0,6.7
Drama-Comedy-War-Crime-Thriller,en,9.719,Film4 Productions-Good Machine-Grosvenor Park Productions,2002-10-31,15000000.0,98.0,6.3
Comedy-Drama-Romance,fr,9.717,Versus Production-Playtime-Ad Vitam Production-Curiosa Films,2017-09-27,2978000.0,94.0,5.3
Thriller-Horror,en,9.717,Drafthouse Films-XYZ Films-Gamechanger Films-Lege Artis-The Invitation,2015-08-05,1000000.0,100.0,6.5
Crime-Drama-Romance-Thriller,en,9.712,United Artists-Winkler Films-CST Telecommunications,1988-08-26,19000000.0,127.0,6.1
Drama,en,9.709,Thai Occidental Productions-Anima Pictures-Black Rabbit Media-Desert Motion Pictures,2020-01-28,16000000.0,118.0,6.7
Drama-Romance-Comedy,hi,9.702,UTV Motion Pictures-Ishana Movies,2012-09-13,4437508.0,151.0,7.47
Crime-Drama-Thriller,en,9.699,Hemdale Film Corporation-Cinema 84,1986-04-18,6500000.0,111.0,6.9
Horror-Comedy,en,9.699,Shapiro-Glickenhaus Entertainment,1990-03-02,2500000.0,90.0,5.8
Action-Comedy-Drama-Crime,en,9.697,Columbia Pictures-Imagine Entertainment-Revolution Studios,2002-09-13,25000000.0,85.0,4.748
Drama,en,9.697,Sidney Kimmel Entertainment-Anomaly Entertainment,2006-09-10,11000000.0,104.0,6.4
Comedy-Music,en,9.695,Pale Morning Dun,1996-08-21,4000000.0,84.0,7.1
Comedy-Horror,en,9.695,Amblin Entertainment-Hollywood Pictures-Tangled Web Productions,1990-07-20,31000000.0,109.0,6.4
Action,en,9.691,Metro-Goldwyn-Mayer,1996-07-19,25000000.0,98.0,5.6
Drama,en,9.689,Amazon Studios-Stay Gold Features-Delirio Films-Automatik Entertainment-Kindred Spirit-Red Crown Productions,2019-09-28,3500000.0,94.0,7.1
Drama-Mystery,en,9.688,Focus Features-Bergman Lustig Productions,2006-03-31,475000.0,110.0,6.8
Action-Comedy-Music-Family-Adventure-Romance,en,9.687,Walt Disney Pictures-Jim Henson Productions-The Jim Henson Company,1996-02-16,31000000.0,100.0,6.6
Mystery-Thriller-Horror,en,9.684,Marvin Worth Productions-ABC Productions-Morgan Creek Productions-Warner Bros. Pictures,1996-03-22,45000000.0,107.0,5.5
Comedy-Drama-Romance,en,9.682,Paramount-MTV Films,1999-02-26,6000000.0,101.0,6.0
Adventure-Family,en,9.682,Universal Pictures-The Bubble Factory-American Films,1996-05-17,25530000.0,95.0,5.5
Horror-Thriller,en,9.681,Sarke Studio-Imedi Films-Foley Walkers Studio,2011-09-01,650000.0,88.0,5.696
Action-Comedy,en,9.679,Universal Pictures,2002-05-31,25000000.0,86.0,5.8
Horror-Comedy,en,9.677,Blue Rider Pictures-Republic Pictures (II),1994-05-31,1300000.0,96.0,6.3
Drama-Romance,en,9.677,20th Century Fox-Fox Searchlight Pictures-Mundy Lane Entertainment,2002-12-19,12500000.0,120.0,6.8
Action-Science Fiction-Thriller,ja,9.673,Toho Pictures,1989-12-16,5000000.0,105.0,7.2
Adventure-Family,fr,9.672,Canal+-France 3 Cinéma-Bonne Pioche Productions-Pathé-Wild Bunch Distribution-Picturehouse,2007-12-27,13000000.0,94.0,6.5
Thriller-Crime-Romance-Drama,en,9.668,October Films-ITC Entertainment,1994-05-26,2500000.0,110.0,6.8
Comedy-Drama-Romance,en,9.667,Sony Pictures,2006-04-07,6500000.0,88.0,5.1
Horror,fr,9.667,La Fabrique 2,2011-12-06,5000000.0,92.0,5.8
Crime-Action-Comedy,fr,9.666,Gaumont,2009-04-15,31165200.0,100.0,7.1
Action-Science Fiction,en,9.665,Hawthorn Productions-Hawthorne Productions,2012-12-15,2500000.0,101.0,4.4
Drama-Thriller,ru,9.665,Koktebel Film Company,2010-02-17,2500000.0,124.0,6.5
Adventure-Fantasy-Drama,it,9.665,Lucky Red-VOO-BeTV-Goon Films-GapBusters-RAI Cinema,2021-10-28,12000000.0,141.0,7.3
War-Drama-Action-Adventure-History,en,9.664,Go Films-Medal Of Honor,2003-09-11,780000.0,90.0,6.4
Action-Comedy,en,9.659,TriStar Pictures-The Bubble Factory,1997-02-07,17000000.0,82.0,4.7
History-Drama-Music,en,9.659,Hollywood Pictures-Cinergi Pictures Entertainment-Robert Stigwood Organization-Dirty Hands Productions,1996-12-14,55000000.0,135.0,6.1
Horror-Romance,en,9.655,Full Moon Entertainment,1991-06-27,2000000.0,97.0,5.8
Comedy-Fantasy-Horror,en,9.655,White Lair,1988-09-21,2500000.0,93.0,5.9
Drama-Romance-Western,en,9.65,Columbia Pictures-Miramax,2000-12-11,57000000.0,117.0,5.9
War-Drama,en,9.65,Midnight Sun Pictures-Dispictures-Georgia International Films-Rex Media-Anchor Bay Films,2011-04-14,20000000.0,113.0,5.6
Comedy-Action,en,9.65,Silver Nitrate-Sense and Sensibility Ventures,2015-03-06,5300000.0,85.0,6.2
Comedy-Family-Drama,en,9.649,Touchwood Pacific Partners 1-Avnet/Kerner Productions,1992-10-02,10000000.0,101.0,6.6
Drama,da,9.648,DR-Nimbus Film-SVT,1998-06-19,1300000.0,105.0,7.727
Comedy-Drama-Romance,en,9.646,Trust the Man LLC,2005-09-01,9000000.0,103.0,5.2
Documentary,fr,9.646,Bac Films-Conseil Régional de Franche-Comté-Eurimages-Eyescreen S.r.l.-Galatée Films-Les Productions de la Guéville-PROCIREP-Wanda Visión-CNC-Canal+-TSR-France 2 Cinéma-WDR-Pandora Film,2001-12-12,35866397.0,89.0,7.5
Drama-Comedy,en,9.645,Aegis Film Fund-Altus Productions-Ealing Metro International-Occupant Entertainment,2014-03-14,5000000.0,91.0,6.0
Comedy,en,9.644,Shangri-La Entertainment,2006-11-22,12000000.0,86.0,5.8
Action-Crime-Drama-Thriller,en,9.644,Metro-Goldwyn-Mayer-Dino De Laurentiis Company,1985-08-16,24000000.0,134.0,6.8
Action-Horror,en,9.643,Black Camel Pictures,2012-01-01,3000000.0,101.0,5.1
Horror,en,9.642,Tigon British Film Productions-Chilton Films-Cannon Group,1971-01-28,140000.0,97.0,6.1
Fantasy-Thriller-Drama,en,9.64,Bold Films-Marc Platt Productions-Phantasma Films,2015-04-08,2000000.0,95.0,5.779
Drama-Thriller,ko,9.639,Invent Stone-Chungeorahm Film,2012-11-29,4330000.0,135.0,7.039
Drama,en,9.633,Warner Bros. Pictures,1959-06-18,3500000.0,149.0,7.1
Comedy-Crime,fr,9.631,Les Artistes Anonymes,1992-11-04,33000.0,96.0,7.3
Comedy,en,9.629,Paramount,1968-05-16,1200000.0,106.0,7.6
Drama,en,9.627,Lionsgate-Worldview Entertainment-Muskat Filmed Properties-Dreambridge Films-Rough House Pictures,2013-05-16,4000000.0,118.0,6.529
Drama-Thriller-Mystery,en,9.626,Hollywood Pictures-Caravan Pictures,1996-02-23,35000000.0,108.0,6.0
Action-Comedy-Thriller,cn,9.625,Panfilm-Orange Sky Golden Harvest,2001-01-18,25697387.0,108.0,6.012
Mystery-Thriller-Crime,en,9.625,United Artists-Parklane Pictures Inc.,1955-04-28,410000.0,106.0,7.2
Adventure-Drama-Romance,en,9.623,Universal Pictures-Anonymous Content-Working Title Films,2012-02-02,40000000.0,107.0,6.649
Drama-History,fr,9.623,RTBF-Wild Bunch-Les Films du Fleuve-Les Productions du Trésor-Sirena Film-Orange Studio,2016-09-28,8000000.0,108.0,6.6
Comedy,en,9.622,Original Film-Focus Features-Gold Circle Films-American Work,2014-10-30,20000000.0,93.0,5.4
Comedy,en,9.621,Universal Pictures,1987-10-09,6000000.0,97.0,6.9
Horror-Science Fiction,en,9.62,Canadian Film Development Corporation (CFDC)-Cinépix-The Dilbar Syndicate-Cinema Entertainment Enterprises Ltd.-Famous Players Film Corporation [ca],1977-04-08,530000.0,91.0,6.4
Drama,en,9.619,Le Studio Canal+-Carolco Pictures-TriStar Pictures-Japan Satellite Broadcasting (JSB)-RCS Video,1992-12-17,31000000.0,143.0,7.4
Comedy-Drama-Horror,en,9.616,A Loopy Production LLC-2 Loop Films,2003-06-03,500000.0,93.0,6.5
Drama-Romance,fr,9.616,MK2 Films-Lyla Films,2012-05-18,9500000.0,168.0,7.679
Drama-Comedy,fr,9.616,Gaumont-Quad Productions-Ten Films,2014-10-15,20000000.0,118.0,6.3
Drama-Romance-Thriller,en,9.614,Columbia Pictures,1987-10-09,17000000.0,103.0,5.9
Drama-Fantasy-Thriller,en,9.614,Cinema 7,1986-03-07,2278264.0,89.0,4.9
Adventure-Western-Comedy-Drama,en,9.613,Cinema Center Films-Stockbridge-Hiller Productions,1970-12-14,15000000.0,139.0,7.6
Comedy-Drama,en,9.613,Miramax-The Mark Gordon Company-Yari Film Group-Bob Yari Productions,2006-10-14,25000000.0,116.0,6.251
Comedy-Crime-Thriller,en,9.613,HAL Films-Mirage Enterprises-Film4 Productions,2001-09-06,13000000.0,93.0,5.9
Comedy-Crime-Thriller,en,9.612,Numb Gums Production Inc.,2001-11-23,6000000.0,95.0,6.0
Action-Thriller,en,9.611,Baldwin/Cohen Productions-Interlight-Seagal/Nasso Productions,1998-07-10,25000000.0,90.0,5.8
Comedy-Romance,en,9.61,Miramax-Universal Pictures-Working Title Films-Milo Productions-StudioCanal UK,2002-03-01,17000000.0,94.0,5.5
Comedy-Family,en,9.61,Relativity Media-Smokewood Entertainment,2011-06-10,20000000.0,91.0,6.2
Romance-Comedy,en,9.61,Persistent Entertainment-Kjam Media-Vocal Yokels,2015-02-10,26000000.0,100.0,4.2
Action-Crime-Drama-Thriller,en,9.607,Live Entertainment,1993-10-01,1500000.0,96.0,6.3
Drama-War,en,9.606,RAI-40 Acres and a Mule Filmworks-Touchstone Pictures-On My Own,2008-09-15,45000000.0,160.0,6.1
Horror-Mystery,en,9.606,Warner Bros. Pictures,1953-04-16,658000.0,88.0,6.9
Thriller-Comedy,en,9.604,Orion Pictures,1991-12-05,14000000.0,85.0,6.8
Drama-Romance,en,9.603,Mockingbird Pictures-Everest Entertainment,2009-11-07,7000000.0,125.0,6.8
Comedy-Drama,en,9.603,United Artists,2002-09-13,9000000.0,97.0,6.7
Thriller-Drama,en,9.601,Filmworks/FX-Prettybird-Post Empire Films-Sodium Fox,2013-08-02,250000.0,99.0,4.5
Adventure-Comedy,sv,9.6,Film i Väst-TV4-Buena Vista International-The Walt Disney Company Nordic-Nice FLX Pictures-Nice Drama-Nordsvensk Filmunderhållning-RG Production,2016-12-25,10000000.0,108.0,6.404
Western-Drama-Thriller,en,9.6,Metro-Goldwyn-Mayer-Loew's Incorporated,1953-01-30,1261000.0,91.0,6.9
Action,en,9.597,Sony Pictures Home Entertainment-Stage 6 Films,2008-03-04,8500000.0,95.0,6.0
Comedy-Drama-Romance,en,9.596,Columbia Pictures,1938-09-01,1644736.0,126.0,7.516
Action-Fantasy,cn,9.596,Film Workshop-Golden Princess Film Production Ltd.-Long Shong Pictures Ltd.-Mei Ah Laser Disc Co LTD,1992-06-26,4439832.0,107.0,6.4
Drama-Romance,en,9.593,Revolution Films-BBC-PolyGram Filmed Entertainment,1996-02-06,7000000.0,123.0,6.4
Comedy-Horror,en,9.593,High Octane Pictures-Mad Kiwi Films Ltd-Devilworks,2019-10-28,1000000.0,80.0,4.9
Comedy-Drama,en,9.592,Big Beach-IM Global,2016-10-27,10000000.0,87.0,6.4
Drama-Thriller,en,9.592,Miramax-Marv Films-Pioneer Pictures,2010-09-30,20000000.0,113.0,6.6
Comedy-Drama,hi,9.591,Columbia Pictures-Hari Om Entertainment-KriArj Entertainment-Sony Pictures Films India,2018-02-09,10000000.0,140.0,7.5
Action-Adventure-Comedy,en,9.591,Awesomeness Films-Defy Media-YouTube-Smosh,2015-07-23,1000000.0,87.0,4.6
Action-Crime-Thriller,cn,9.589,Gold Label Entertainment-Seasonal Film Corporation-Neway Star Pictures,2008-12-05,515788.0,89.0,6.2
Action-Adventure-Comedy-History-Fantasy,ko,9.589,Lotte Entertainment-Cinedigm-Harimao Pictures,2014-08-06,13000000.0,130.0,7.0
Comedy-Romance,en,9.588,Miramax-Dimension Films,2001-03-08,22000000.0,86.0,5.6
Animation-Family-Comedy,fr,9.586,Singing Frog Studio,2015-11-12,12500000.0,84.0,6.0
Science Fiction-Horror-Action-Thriller,en,9.586,New Line Cinema,1996-01-12,15000000.0,92.0,2.9
Adventure-Drama,es,9.583,Independent Productions-American Playhouse-Film4 Productions,1983-10-11,800000.0,141.0,7.2
Drama-Music,en,9.581,20th Century Fox-All Girl Productions,1991-11-22,40000000.0,138.0,6.5
Action-Thriller,en,9.58,NGN Productions-Caliber Media Company-Hangar 14 Films,2011-08-09,8400000.0,91.0,5.541
Horror-Science Fiction-Music,en,9.579,Twisted Pictures-Lionsgate-Mandate Pictures,2008-11-07,8500000.0,98.0,6.3
Drama-Music-Romance,en,9.579,United Artists-Celebrated Productions,1952-10-23,900000.0,137.0,8.0
