title,popularity,budget,runtime,vote_average,vote_count,release_year,release_month,Action,Adventure,Comedy,Crime,Drama,Family,Fantasy,Horror,Mystery,Outros,Romance,Science Fiction,Thriller,popularity_per_budget,vote_weighted,runtime_per_budget,vote_popularity_weighted,budget_log,vote_count_log,continent_Africa,continent_America_do_Norte,continent_Asia,continent_Europa,continent_Outros
Rules Don't Apply,13.285,17.034386422832473,127.0,5.8,6.073044534100405,2016,11,0,0,1,0,1,0,0,0,0,0,1,0,0,0.7366482944593279,35.22365829778235,7.042102626747056,77.053,2.8922802923091946,1.956291014386414,False,True,False,False,False
The Whole Ten Yards,13.285,17.50439003707821,98.0,5.7,6.709304340258298,2004,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0.7179377419833971,38.2430347394723,5.296040550573799,75.7245,2.918008003234778,2.04242795526296,False,True,False,False,False
First They Killed My Father,13.284,16.993564429978885,136.0,7.4,6.306275286948016,2017,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0.7382639527423299,46.66643712341532,7.55825787209853,98.30160000000001,2.8900141622986397,1.988733607234547,False,True,False,False,False
Nim's Island,13.281,17.426428497635523,96.0,5.9,6.940222469119639,2008,4,0,1,1,0,0,1,1,0,0,0,0,0,0,0.7207582305873445,40.947312567805874,5.209908149716518,78.35790000000001,2.913785965470917,2.0719412936473365,False,True,False,False,False
The Last Days on Mars,13.28,16.176364653421913,98.0,5.4,6.539585955617669,2013,8,0,0,0,0,0,0,0,1,0,0,0,1,1,0.7731554533196481,35.31376416033542,5.705514640461258,71.712,2.8435342907552816,2.0201672674640334,False,True,False,False,False
Imagine That,13.278,17.822843761378564,107.0,5.9,6.234410725718371,2009,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0.7054194450279778,36.783023281738394,5.684582061906433,78.34020000000001,2.9350712258973797,1.97884890904261,False,True,False,False,False
Doc Hollywood,13.275,16.811242881518265,104.0,6.3,6.2324480165505225,1991,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0.7453157586085545,39.26442250426829,5.839008579682837,83.6325,2.879829880465673,1.9785775703622708,False,True,False,False,False
Last Knights,13.274,17.50439003707821,115.0,6.5,6.8690144506657065,2015,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0.7173432884522102,44.64859392932709,6.214741462408029,86.28099999999999,2.918008003234778,2.062932825955494,False,True,False,False,False
Buried,13.273,14.502464097467449,94.0,6.6,7.814803429489359,2010,9,0,0,0,0,1,0,0,0,1,0,0,0,1,0.8561864692315808,51.577702634629766,6.063552181704859,87.6018,2.740998985320327,2.17643251605376,False,True,False,False,False
CBGB,13.271,15.424948670398354,101.0,6.4,4.820281565605037,2013,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0.8079781718841827,30.84980201987224,6.149182078238449,84.93440000000001,2.7988014392758886,1.7613486395430595,False,True,False,False,False
The Last Starfighter,13.266,16.52356082573315,101.0,6.6,6.364750756851911,1984,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0.7570379178025867,42.007354995222606,5.763668754565148,87.5556,2.8635463083350072,1.9967052077739862,False,True,False,False,False
Steve Jobs,13.264,17.216707972959764,122.0,6.8,8.235360643753348,2015,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0.7281227771608685,56.00045237752276,6.697148583656964,90.1952,2.9023391934519456,2.2230396647298853,False,True,False,False,False
"Hail, Caesar!",13.263,16.906553056777135,106.0,5.9,8.145839612936841,2016,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0.740678563760786,48.060453716327366,5.919620580460176,78.2517,2.8851667384085613,2.213299088775173,False,True,False,False,False
Appaloosa,13.26,16.811242881518265,115.0,6.575,6.7464121285733745,2008,9,0,0,0,1,1,0,0,0,0,1,0,0,0,0.7444735939095617,44.357659745369936,6.456596025610829,87.1845,2.879829880465673,2.0472297850184633,False,True,False,False,False
StarDog and TurboCat,13.26,14.557448378884015,88.0,7.2,4.406719247264253,2019,12,0,0,1,0,0,1,0,0,0,1,0,0,0,0.8523248592614763,31.728378580302625,5.656454571267716,95.472,2.7445395193701785,1.6876424851132221,False,True,False,False,False
The Adventures of Robin Hood,13.26,14.525023584494278,102.0,7.5,6.405228458030842,1938,5,0,1,0,0,0,0,0,0,0,1,1,0,0,0.8541049826966778,48.03921343523131,6.570038328435983,99.45,2.742453146948455,2.0021862991048716,False,True,False,False,False
Bigbug,13.258,16.454567959008102,111.0,5.2,5.746203190540153,2022,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0.7595719373367644,29.880256590808795,6.359366800752818,68.9416,2.859601388546752,1.9089798563370792,False,False,False,True,False
Bigfoot Family,13.258,16.678853700550142,97.0,7.2,5.075173815233827,2020,7,0,1,0,0,0,1,0,0,0,1,0,0,0,0.7499355006024756,36.54125146968355,5.486781079984925,95.4576,2.8723692191658228,1.804210600378433,False,True,False,False,False
Battle of Britain,13.258,16.300417291085605,132.0,6.816,5.472270673671475,1969,9,1,0,0,0,1,0,0,0,0,1,0,0,0,0.7663398967163327,37.29899691174477,7.629873764259762,90.36652799999999,2.85073062208483,1.867527001142399,False,True,False,False,False
In Your Eyes,13.258,13.815511557963774,105.0,7.1,6.492239835020471,2014,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0.8948729139813896,46.094902828645345,7.087166689398545,94.13179999999998,2.6956747101603242,2.013867796218486,False,True,False,False,False
What's Love Got to Do with It,13.257,16.52356082573315,118.0,7.0,5.472270673671475,1993,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0.7565243235571304,38.305894715700326,6.733791218204827,92.79899999999999,2.8635463083350072,1.867527001142399,False,True,False,False,False
Jim Button and Luke the Engine Driver,13.254,16.341239282272525,109.0,6.6,4.897839799950911,2018,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0.764305237028198,32.32574267967601,6.285594600578963,87.4764,2.8530874383644576,1.7745861482661287,False,False,False,True,False
iBoy,13.254,14.220976332738882,90.0,6.0,7.033506484287697,2017,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.870771999788995,42.20103890572618,5.912892710201414,79.524,2.722674498387897,2.083621105656923,False,True,False,False,False
Bachelorette,13.251,14.914123179965662,87.0,5.4,7.01301578963963,2012,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.8326566189133011,37.870285264054004,5.466842188925908,71.5554,2.767206965277634,2.081067193296879,False,True,False,False,False
The Seven Year Itch,13.251,14.403297778421795,100.0,7.1,6.61338421837956,1955,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0.8602703259144343,46.95502795049487,6.492116262277823,94.0821,2.7345816279505355,2.0299077797724374,False,True,False,False,False
Stake Land,13.249,13.384729180332174,98.0,6.2,6.486160788944089,2010,9,0,0,0,0,1,0,0,1,0,0,0,1,0,0.9210461896018853,40.21419689145335,6.812780329155768,82.1438,2.666167170293942,2.013056087870876,False,True,False,False,False
Gallowwalkers,13.246,16.648723960844016,90.0,4.8,5.71042701737487,2012,10,1,0,0,0,0,0,0,1,0,1,0,0,0,0.7505358477693894,27.410049683399375,5.099518820719089,63.580799999999996,2.8706634839297305,1.903662587911754,False,True,False,False,False
22 July,13.245,16.811242881518265,143.0,7.1,6.946013991099227,2018,10,0,0,0,1,1,0,0,0,0,1,0,0,1,0.7436314292105689,49.31669933680451,8.0286367970639,94.03949999999999,2.879829880465673,2.0726704181634754,False,True,False,False,False
Delivery Man,13.231,17.073607134447293,105.0,6.237,7.181591944611865,2013,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7320619454421163,44.7915889585442,5.809576318601937,82.521747,2.894452704740662,2.101886745935487,False,True,False,False,False
Appleseed,13.229,16.118095750958314,101.0,6.748,5.71042701737487,2004,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0.7728079216556203,38.53396151324562,5.900188985351701,89.269292,2.840136135027038,1.903662587911754,False,False,True,False,False
Salyut-7,13.217,16.52356082573315,106.0,7.1,5.983936280687191,2017,9,1,1,0,0,1,0,0,0,0,0,0,0,0,0.7542416824662135,42.48594759287905,6.048998890929759,93.8407,2.8635463083350072,1.9436126948827355,False,False,False,True,False
The Switch,13.216,16.759949589762293,101.0,6.2,7.4205789054108005,2010,5,0,0,1,0,1,0,0,0,0,0,1,0,0,0.7441462563395085,46.007589213546964,5.686953078865796,81.9392,2.8769458991457104,2.1306785795025482,False,True,False,False,False
Forsaken,13.214,16.213405921671733,90.0,6.0,5.652489180268651,2015,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7676574909189547,33.9149350816119,5.228482986431507,79.284,2.845688494284694,1.8949910974525486,False,True,False,False,False
Alligator,13.209,14.220976332738882,91.0,5.9,5.5134287461649825,1980,7,1,0,0,0,0,0,0,1,0,0,0,1,1,0.8678155534338943,32.5292296023734,5.978591518092542,77.9331,2.722674498387897,1.873866006687491,False,True,False,False,False
Logan's Run,13.207,16.012735246411598,119.0,6.6,6.652863029353347,1976,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0.7763008010593523,43.90889599373209,6.994760000459069,87.1662,2.8339621957386507,2.035079830026609,False,True,False,False,False
The Hours,13.205,17.034386422832473,114.0,7.321,7.2813856635702825,2002,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0.732212324300747,53.307024442998035,6.3212574759776725,96.673805,2.8922802923091946,2.114010305068346,False,True,False,False,False
The Endless,13.203,13.815511557963774,112.0,6.3,6.782192056006791,2017,11,0,0,0,0,0,0,0,1,0,0,0,1,1,0.891160588572657,42.72780995284278,7.559644468691782,83.1789,2.6956747101603242,2.051838053775534,False,True,False,False,False
Sling Blade,13.196,13.997832948091215,135.0,7.6,6.4692503167957724,1996,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0.879860446884059,49.16630240764787,9.001300419016971,100.2896,2.7079057205381436,2.0107946349110515,False,True,False,False,False
The Rising Hawk,13.196,14.88022163978423,110.0,6.0,4.672828834461906,2019,10,1,0,0,0,1,0,0,0,0,1,0,0,0,0.8309707697618318,28.036973006771433,6.926855461791566,79.176,2.765074412886843,1.7356879059276584,False,True,False,False,False
Kickboxer: Vengeance,13.196,16.648723960844016,90.0,5.0,5.846438775057725,2016,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0.7477027817578787,29.232193875288623,5.099518820719089,65.98,2.8706634839297305,1.9237286302332202,False,True,False,False,False
My Own Private Idaho,13.195,14.731801689838349,104.0,7.1,6.875232087276577,1991,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8387469064349479,48.81414781966369,6.610813055644909,93.6845,2.755684248962421,2.0637226556776236,False,True,False,False,False
Frantic,13.194,16.811242881518265,120.0,6.7,6.741700694652055,1988,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0.7407680692339937,45.16939465416877,6.737317591941735,88.39980000000001,2.879829880465673,2.0466213914561977,False,True,False,False,False
Starsky & Hutch,13.189,17.909855136853043,101.0,5.8,7.60339933974067,2004,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6974670035571144,44.09971617049588,5.341130287305221,76.4962,2.939683221977514,2.152157397222908,False,True,False,False,False
Waitress,13.189,14.220976332738882,108.0,6.8,6.113682179832232,2007,5,0,0,1,0,1,0,0,0,0,0,1,0,0,0.8665015772760718,41.573038822859175,7.095471252241698,89.6852,2.722674498387897,1.9620199972165449,False,True,False,False,False
Lady in the Water,13.186,18.064005814299346,110.0,5.571,7.081708586105575,2006,7,0,0,0,0,1,0,1,0,1,0,0,0,0,0.6916699527079231,39.45219853319416,5.770036007725735,73.459206,2.94780204478482,2.0896033088552017,False,True,False,False,False
The Lords of Flatbush,13.182,11.982935344196433,86.0,5.8,4.189654742026425,1974,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0153327926640683,24.299997503753264,6.6240798186246295,76.4556,2.56363582933001,1.6466671712706678,False,True,False,False,False
Arctic Blast,13.173,15.424948670398354,92.0,5.545,4.969813299576001,2010,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0.8020116387785652,27.557614746148925,5.601235160375617,73.044285,2.7988014392758886,1.7867156538126496,False,True,False,False,False
Joint Security Area,13.172,16.341239282272525,108.0,7.8,6.284134161070802,2000,9,1,0,0,0,1,0,0,0,0,1,0,0,1,0.7595766245763863,49.016246456352256,6.227928595069065,102.7416,2.8530874383644576,1.985698580294149,False,False,True,False,False
The Informers,13.168,16.705882371415992,98.0,4.7,5.181783550292085,2008,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7437076404200078,24.3543826863728,5.5348837151549795,61.8896,2.8738969217360877,1.8216068302034107,False,True,False,False,False
After the Sunset,13.165,17.909855136853043,97.0,6.2,6.466144724237619,2004,11,1,0,1,1,1,0,0,0,0,0,0,0,0,0.6961978240829032,40.09009729027324,5.129600374936698,81.62299999999999,2.939683221977514,2.0103787647456652,False,True,False,False,False
Brooklyn's Finest,13.164,16.648723960844016,133.0,6.3,6.655440350367647,2010,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0.745889619510512,41.929274207316176,7.535955590618209,82.9332,2.8706634839297305,2.0354165519969962,False,True,False,False,False
The Walk,13.162,17.370858648025116,123.0,6.964,7.959625305098115,2015,9,0,1,0,0,1,0,0,0,0,1,0,0,1,0.7164607954465387,55.430830624703276,6.695386555229013,91.66016800000001,2.910765639997766,2.1927284074849736,False,True,False,False,False
The Beach Bum,13.161,15.424948670398354,95.0,5.6,5.988961416889864,2019,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8012810428880814,33.53818393458324,5.783884132996561,73.7016,2.7988014392758886,1.9443319639317302,False,True,False,False,False
Loving Annabelle,13.153,13.710151153416941,77.0,6.5,5.41610040220442,2007,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0.8941444491510042,35.20465261432873,5.234480543193745,85.4945,2.6885378101157493,1.8588105191644075,False,True,False,False,False
Black Christmas,13.147,15.424948670398354,92.0,4.6,6.129050210060545,2019,12,0,0,0,0,0,0,0,1,1,0,0,0,1,0.8004286810158504,28.193630966278505,5.601235160375617,60.4762,2.7988014392758886,1.9641780151827253,False,True,False,False,False
88 Minutes,13.143,17.216707972959764,108.0,5.7,6.843749949006225,2007,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0.7214805232377334,39.00937470933548,5.928623336352066,74.91510000000001,2.9023391934519456,2.0597170298308587,False,True,False,False,False
Wimbledon,13.139,17.249497794707484,98.0,6.2,6.759255270663693,2004,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0.71996501754752,41.9073826781149,5.370010786182887,81.4618,2.9041375615516505,2.0488863593143885,False,True,False,False,False
Detroit,13.137,17.341871111992198,143.0,7.325,7.272398392570047,2017,7,0,0,0,1,1,0,0,0,0,1,0,0,1,0.7162300901466279,53.27031822557559,7.796369254089044,96.228525,2.9091864851789153,2.1129244781839587,False,True,False,False,False
Lost Souls,13.137,17.72753358339242,97.0,5.1,4.969813299576001,2000,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0.7014805201924664,25.3460478278376,5.179539503590564,66.9987,2.9299948251044747,1.7867156538126496,False,True,False,False,False
The Great Gatsby,13.136,15.687312888712007,144.0,6.3,6.008813185442595,1974,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7871848563998423,37.85552306828834,8.629310240680367,82.7568,2.8146487234361532,1.947168383637879,False,True,False,False,False
The Ottoman Lieutenant,13.136,17.50439003707821,111.0,6.2,5.37989735354046,2017,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0.7098855986973206,33.35536359195085,5.998576541976446,81.4432,2.918008003234778,1.8531520084405109,False,True,False,False,False
The Age of Innocence,13.134,17.341871111992198,139.0,6.981,6.838405200847344,1993,9,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7160665299524861,47.738906707115305,7.5782889952334065,91.68845400000001,2.9091864851789153,2.0590353954107488,False,True,False,False,False
Bait,13.132,17.370858648025116,119.0,5.7,5.087596335232384,2000,9,1,0,0,1,0,0,0,0,0,0,0,0,1,0.7148277743355073,28.999299110824587,6.477650407091484,74.8524,2.910765639997766,1.8062533133730014,False,True,False,False,False
Mostly Ghostly,13.129,15.096444681204078,93.0,6.3,3.7612001156935624,2008,9,0,0,0,0,0,1,1,1,0,0,0,0,0,0.815645955366207,23.69556072886944,5.77767338327803,82.7127,2.7785984203500838,1.5604997616108316,False,True,False,False,False
Mini's First Time,13.128,15.607270193858982,91.0,5.7,4.605170185988092,2006,7,0,0,1,1,1,0,0,0,0,0,0,0,0,0.7904971646005048,26.249470060132126,5.4795278777152605,74.8296,2.809840562969964,1.7236894193081456,False,True,False,False,False
Flatliners,13.125,17.073607134447293,115.0,6.5,7.180069874302796,1990,8,0,0,0,0,1,0,0,1,0,0,0,1,0,0.7261970398252421,46.67045418296817,6.36286930132593,85.3125,2.894452704740662,2.1017006926689783,False,True,False,False,False
Stargate: The Ark of Truth,13.125,15.76142084987672,101.0,7.2,5.998936561946683,2008,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0.7830481745881664,43.192343246016115,6.025742143497509,94.5,2.819079867706262,1.945758217792441,False,True,False,False,False
The Sentinel,13.124,17.909855136853043,108.0,6.0,6.489204931325317,2006,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0.694029642481126,38.9352295879519,5.711307633950137,78.744,2.939683221977514,2.013462641203866,False,True,False,False,False
Little Manhattan,13.121,12.861969570309963,84.0,7.1,6.424869023905388,2005,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0.9465465880189929,45.616570069728255,6.059744942732673,93.1591,2.6291490883058177,2.0048350446551164,False,True,False,False,False
Club Dread,13.113,15.955576839107596,104.0,5.2,5.726847747587197,2004,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0.7733738653913093,29.779608287453424,6.133675131601935,68.1876,2.8305967967687122,1.9061066457543656,False,True,False,False,False
Strictly Ballroom,13.113,14.914123179965662,94.0,6.6,5.634789603169249,1992,8,0,0,1,0,1,0,0,0,0,0,1,0,0,0.8239850761308669,37.18961138091704,5.906703054701555,86.54579999999999,2.767206965277634,1.8923269571335788,False,True,False,False,False
The Concorde... Airport '79,13.111,16.454567959008102,123.0,4.806,4.962844630259907,1979,8,1,0,0,0,1,0,0,0,0,0,0,0,1,0.7511500731952271,23.851431293029112,7.046865914347717,63.011466000000006,2.859601388546752,1.7855476541684288,False,True,False,False,False
Turner & Hooch,13.109,16.380459992348886,100.0,6.4,7.00397413672268,1989,7,1,0,1,1,0,1,0,0,0,0,0,0,1,0.754237805315323,44.825434475025155,5.753587652111702,83.89760000000001,2.8553465862504646,2.079938185422248,False,True,False,False,False
Mighty Aphrodite,13.106,16.52356082573315,95.0,6.8,6.327936783729195,1995,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0.7479073534389191,43.029970129358524,5.4212725909276145,89.1208,2.8635463083350072,1.9916940006601098,False,True,False,False,False
Frankie and Johnny,13.105,17.182806422433504,118.0,6.7,6.139884552226255,1991,10,0,0,1,0,1,0,0,0,0,0,1,0,0,0.7207358256771281,41.13722649991591,6.489647266684557,87.8035,2.9004764455064254,1.965696607064784,False,True,False,False,False
Team America: World Police,13.104,17.281246492014,98.0,6.7,7.369600720526409,2004,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0.7168001375466583,49.37632482752694,5.360684789344667,87.79679999999999,2.905875752542279,2.124606179722718,False,True,False,False,False
The Trust,13.093,16.012735246411598,93.0,5.106,6.021023349349527,2016,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0.7695999385379041,30.743345221778682,5.466493109602466,66.852858,2.8339621957386507,1.9489089836740094,False,True,False,False,False
Robin and Marian,13.089,15.424948670398354,106.0,6.4,5.278114659230517,1976,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7968974675451788,33.77993381907531,6.453597032606689,83.76960000000001,2.7988014392758886,1.8370697219086884,False,True,False,False,False
The Back-Up Plan,13.087,17.370858648025116,106.0,6.138,7.151485463904735,2010,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0.7123782426689601,43.89581777744726,5.770007925644515,80.328006,2.910765639997766,2.0982001761542146,False,True,False,False,False
Extraordinary Measures,13.084,17.249497794707484,105.0,6.2,5.572154032177765,2010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7169512359838458,34.54735499950214,5.75358298519595,81.1208,2.9041375615516505,1.8828416375415338,False,True,False,False,False
All About Steve,13.082,16.52356082573315,99.0,4.926,6.78105762593618,2009,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7465377687843691,33.40348986536162,5.649536700019303,64.44193200000001,2.8635463083350072,2.051692270588114,False,True,False,False,False
Torment,13.081,16.118095750958314,100.0,6.7,5.278114659230517,1994,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0.7641621001721346,35.363368216844464,5.841771272625446,87.6427,2.840136135027038,1.8370697219086884,False,False,False,True,False
True Legend,13.081,16.811242881518265,115.0,6.5,5.117993812416755,2010,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0.7344237618349152,33.26695978070891,6.456596025610829,85.0265,2.879829880465673,1.8112342343546721,False,False,True,False,False
